"","Station_na","Land_use","Aspect","Latitude","Longitude","Altitude","Altitude_a","Date","Pred_20m_map","SMC_map_20m"
"306","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201011_170601",NA,NA
"307","F6","Forest","North",46.695578,10.648088,2360,2400,"20201011_170601",NA,NA
"308","F5","Forest","South",46.73886,10.68865,2090,2100,"20201011_170601",NA,NA
"309","F4","Forest","North",46.69865,10.64211,2027,2000,"20201011_170601",NA,NA
"310","F3","Forest","South",46.69759,10.60724,1985,2000,"20201011_170601",NA,NA
"311","F2","Forest","South",46.69435,10.61268,1710,1700,"20201011_170601",0.16,NA
"312","F1","Forest","South",46.67776,10.577797,1154,1200,"20201011_170601",0.19,NA
"313","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201012_165852",NA,NA
"314","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201012_165852",NA,NA
"315","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201012_165852",NA,NA
"316","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201012_165852",NA,NA
"317","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201012_165852",NA,NA
"318","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201012_165852",NA,NA
"319","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201012_165852",NA,NA
"320","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201012_165852",NA,NA
"321","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201012_165852",NA,NA
"322","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201012_165852",NA,NA
"323","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201012_165852",NA,NA
"324","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201012_165852",NA,NA
"325","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201012_165852",NA,NA
"326","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201012_165852",NA,NA
"327","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201012_165852",NA,NA
"328","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201012_165852",NA,NA
"329","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201012_165852",NA,NA
"330","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201012_165852",NA,NA
"331","F6","Forest","North",46.695578,10.648088,2360,2400,"20201012_165852",NA,NA
"332","F5","Forest","South",46.73886,10.68865,2090,2100,"20201012_165852",NA,NA
"333","F4","Forest","North",46.69865,10.64211,2027,2000,"20201012_165852",NA,NA
"334","F3","Forest","South",46.69759,10.60724,1985,2000,"20201012_165852",NA,NA
"335","F2","Forest","South",46.69435,10.61268,1710,1700,"20201012_165852",NA,NA
"336","F1","Forest","South",46.67776,10.577797,1154,1200,"20201012_165852",NA,NA
"337","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201014_053507",NA,NA
"338","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201014_053507",NA,NA
"339","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201014_053507",NA,NA
"340","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201014_053507",NA,NA
"341","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201014_053507",NA,NA
"342","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201014_053507",NA,NA
"343","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201014_053507",NA,NA
"344","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201014_053507",NA,NA
"345","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201014_053507",NA,NA
"346","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201014_053507",NA,NA
"347","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201014_053507",NA,NA
"348","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201014_053507",NA,NA
"349","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201014_053507",NA,NA
"350","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201014_053507",NA,NA
"351","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201014_053507",NA,NA
"352","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201014_053507",NA,NA
"353","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201014_053507",NA,NA
"354","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201014_053507",NA,NA
"355","F6","Forest","North",46.695578,10.648088,2360,2400,"20201014_053507",NA,NA
"356","F5","Forest","South",46.73886,10.68865,2090,2100,"20201014_053507",NA,NA
"357","F4","Forest","North",46.69865,10.64211,2027,2000,"20201014_053507",NA,NA
"358","F3","Forest","South",46.69759,10.60724,1985,2000,"20201014_053507",NA,NA
"359","F2","Forest","South",46.69435,10.61268,1710,1700,"20201014_053507",NA,NA
"360","F1","Forest","South",46.67776,10.577797,1154,1200,"20201014_053507",NA,NA
"361","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201015_052615",0.17,NA
"362","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201015_052615",0.15,NA
"363","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201015_052615",0.09,NA
"364","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201015_052615",NA,NA
"365","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201015_052615",NA,NA
"366","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201015_052615",NA,NA
"367","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201015_052615",NA,NA
"368","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201015_052615",0.24,NA
"369","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201015_052615",0.14,NA
"370","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201015_052615",0.15,NA
"371","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201015_052615",0.26,NA
"372","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201015_052615",0.18,NA
"373","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201015_052615",NA,NA
"374","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201015_052615",NA,NA
"375","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201015_052615",NA,NA
"376","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201015_052615",0.15,NA
"377","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201015_052615",NA,NA
"378","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201015_052615",NA,NA
"379","F6","Forest","North",46.695578,10.648088,2360,2400,"20201015_052615",NA,NA
"380","F5","Forest","South",46.73886,10.68865,2090,2100,"20201015_052615",NA,NA
"381","F4","Forest","North",46.69865,10.64211,2027,2000,"20201015_052615",NA,NA
"382","F3","Forest","South",46.69759,10.60724,1985,2000,"20201015_052615",NA,NA
"383","F2","Forest","South",46.69435,10.61268,1710,1700,"20201015_052615",0.17,NA
"384","F1","Forest","South",46.67776,10.577797,1154,1200,"20201015_052615",0.19,NA
"385","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201016_051846",NA,NA
"386","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201016_051846",NA,NA
"387","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201016_051846",NA,NA
"388","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201016_051846",NA,NA
"389","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201016_051846",NA,NA
"390","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201016_051846",NA,NA
"391","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201016_051846",NA,NA
"392","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201016_051846",NA,NA
"393","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201016_051846",NA,NA
"394","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201016_051846",NA,NA
"395","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201016_051846",NA,NA
"396","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201016_051846",NA,NA
"397","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201016_051846",NA,NA
"398","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201016_051846",NA,NA
"399","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201016_051846",NA,NA
"400","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201016_051846",NA,NA
"401","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201016_051846",NA,NA
"402","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201016_051846",NA,NA
"403","F6","Forest","North",46.695578,10.648088,2360,2400,"20201016_051846",NA,NA
"404","F5","Forest","South",46.73886,10.68865,2090,2100,"20201016_051846",NA,NA
"405","F4","Forest","North",46.69865,10.64211,2027,2000,"20201016_051846",NA,NA
"406","F3","Forest","South",46.69759,10.60724,1985,2000,"20201016_051846",NA,NA
"407","F2","Forest","South",46.69435,10.61268,1710,1700,"20201016_051846",NA,NA
"408","F1","Forest","South",46.67776,10.577797,1154,1200,"20201016_051846",NA,NA
"409","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201017_050952",NA,NA
"410","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201017_050952",NA,NA
"411","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201017_050952",NA,NA
"412","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201017_050952",NA,NA
"413","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201017_050952",NA,NA
"414","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201017_050952",NA,NA
"415","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201017_050952",NA,NA
"416","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201017_050952",NA,NA
"417","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201017_050952",NA,NA
"418","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201017_050952",NA,NA
"419","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201017_050952",NA,NA
"420","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201017_050952",NA,NA
"421","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201017_050952",NA,NA
"422","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201017_050952",NA,NA
"423","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201017_050952",NA,NA
"424","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201017_050952",NA,NA
"425","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201017_050952",NA,NA
"426","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201017_050952",NA,NA
"427","F6","Forest","North",46.695578,10.648088,2360,2400,"20201017_050952",NA,NA
"428","F5","Forest","South",46.73886,10.68865,2090,2100,"20201017_050952",NA,NA
"429","F4","Forest","North",46.69865,10.64211,2027,2000,"20201017_050952",NA,NA
"430","F3","Forest","South",46.69759,10.60724,1985,2000,"20201017_050952",NA,NA
"431","F2","Forest","South",46.69435,10.61268,1710,1700,"20201017_050952",NA,NA
"432","F1","Forest","South",46.67776,10.577797,1154,1200,"20201017_050952",NA,NA
"433","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201017_170644",0.13,NA
"434","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201017_170644",0.18,NA
"435","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201017_170644",0.1,NA
"436","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201017_170644",NA,NA
"437","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201017_170644",NA,NA
"438","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201017_170644",NA,NA
"439","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201017_170644",NA,NA
"440","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201017_170644",0.16,NA
"441","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201017_170644",0.14,NA
"442","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201017_170644",0.18,NA
"443","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201017_170644",0.16,NA
"444","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201017_170644",0.16,NA
"445","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201017_170644",NA,NA
"446","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201017_170644",NA,NA
"447","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201017_170644",NA,NA
"448","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201017_170644",0.16,NA
"449","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201017_170644",NA,NA
"450","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201017_170644",NA,NA
"451","F6","Forest","North",46.695578,10.648088,2360,2400,"20201017_170644",NA,NA
"452","F5","Forest","South",46.73886,10.68865,2090,2100,"20201017_170644",NA,NA
"453","F4","Forest","North",46.69865,10.64211,2027,2000,"20201017_170644",NA,NA
"454","F3","Forest","South",46.69759,10.60724,1985,2000,"20201017_170644",NA,NA
"455","F2","Forest","South",46.69435,10.61268,1710,1700,"20201017_170644",0.16,NA
"456","F1","Forest","South",46.67776,10.577797,1154,1200,"20201017_170644",0.19,NA
"457","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201018_165808",NA,NA
"458","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201018_165808",NA,NA
"459","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201018_165808",NA,NA
"460","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201018_165808",NA,NA
"461","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201018_165808",NA,NA
"462","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201018_165808",NA,NA
"463","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201018_165808",NA,NA
"464","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201018_165808",NA,NA
"465","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201018_165808",NA,NA
"466","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201018_165808",NA,NA
"467","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201018_165808",NA,NA
"468","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201018_165808",NA,NA
"469","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201018_165808",NA,NA
"470","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201018_165808",NA,NA
"471","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201018_165808",NA,NA
"472","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201018_165808",NA,NA
"473","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201018_165808",NA,NA
"474","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201018_165808",NA,NA
"475","F6","Forest","North",46.695578,10.648088,2360,2400,"20201018_165808",NA,NA
"476","F5","Forest","South",46.73886,10.68865,2090,2100,"20201018_165808",NA,NA
"477","F4","Forest","North",46.69865,10.64211,2027,2000,"20201018_165808",NA,NA
"478","F3","Forest","South",46.69759,10.60724,1985,2000,"20201018_165808",NA,NA
"479","F2","Forest","South",46.69435,10.61268,1710,1700,"20201018_165808",NA,NA
"480","F1","Forest","South",46.67776,10.577797,1154,1200,"20201018_165808",NA,NA
"481","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201020_053408",NA,NA
"482","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201020_053408",NA,NA
"483","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201020_053408",NA,NA
"484","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201020_053408",NA,NA
"485","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201020_053408",NA,NA
"486","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201020_053408",NA,NA
"487","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201020_053408",NA,NA
"488","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201020_053408",NA,NA
"489","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201020_053408",NA,NA
"490","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201020_053408",NA,NA
"491","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201020_053408",NA,NA
"492","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201020_053408",NA,NA
"493","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201020_053408",NA,NA
"494","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201020_053408",NA,NA
"495","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201020_053408",NA,NA
"496","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201020_053408",NA,NA
"497","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201020_053408",NA,NA
"498","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201020_053408",NA,NA
"499","F6","Forest","North",46.695578,10.648088,2360,2400,"20201020_053408",NA,NA
"500","F5","Forest","South",46.73886,10.68865,2090,2100,"20201020_053408",NA,NA
"501","F4","Forest","North",46.69865,10.64211,2027,2000,"20201020_053408",NA,NA
"502","F3","Forest","South",46.69759,10.60724,1985,2000,"20201020_053408",NA,NA
"503","F2","Forest","South",46.69435,10.61268,1710,1700,"20201020_053408",NA,NA
"504","F1","Forest","South",46.67776,10.577797,1154,1200,"20201020_053408",NA,NA
"505","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201021_052654",0.17,NA
"506","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201021_052654",0.17,NA
"507","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201021_052654",0.2,NA
"508","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201021_052654",NA,NA
"509","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201021_052654",NA,NA
"510","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20201021_052654",NA,NA
"511","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20201021_052654",NA,NA
"512","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20201021_052654",0.18,NA
"513","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20201021_052654",0.16,NA
"514","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20201021_052654",0.22,NA
"515","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20201021_052654",0.27,NA
"516","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20201021_052654",0.16,NA
"517","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20201021_052654",NA,NA
"518","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20201021_052654",NA,NA
"519","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20201021_052654",NA,NA
"520","S4","Pasture","South",46.706995,10.602312,2353,2400,"20201021_052654",0.16,NA
"521","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20201021_052654",NA,NA
"522","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20201021_052654",NA,NA
"523","F6","Forest","North",46.695578,10.648088,2360,2400,"20201021_052654",NA,NA
"524","F5","Forest","South",46.73886,10.68865,2090,2100,"20201021_052654",NA,NA
"525","F4","Forest","North",46.69865,10.64211,2027,2000,"20201021_052654",NA,NA
"526","F3","Forest","South",46.69759,10.60724,1985,2000,"20201021_052654",NA,NA
"527","F2","Forest","South",46.69435,10.61268,1710,1700,"20201021_052654",0.18,NA
"528","F1","Forest","South",46.67776,10.577797,1154,1200,"20201021_052654",0.18,NA
"529","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20201022_051803",NA,NA
"530","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20201022_051803",NA,NA
"531","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20201022_051803",NA,NA
"532","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20201022_051803",NA,NA
"533","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20201022_051803",NA,NA
